168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168
168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168
168,168,168,168,168,168,168,168,168,168,168,168,168,168,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168
168,168,168,168,168,168,168,168,168,168,168,168,497,497,497,497,497,497,497,497,497,168,168,168,168,168,168,168,168,497,497,497,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168
168,168,168,168,168,168,168,168,168,168,168,497,497,497,168,168,168,168,497,497,168,168,168,168,168,168,168,168,168,168,497,497,497,497,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168
168,168,168,168,168,168,168,168,168,168,497,497,497,168,168,168,168,168,168,497,497,168,168,168,168,168,168,168,168,168,168,168,497,497,497,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168
168,168,168,168,168,168,168,168,168,497,497,497,168,168,168,168,168,168,168,168,497,497,168,168,168,168,168,168,168,168,168,168,168,497,497,497,497,497,497,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,497,497,497,497,497,497,497,497,497,497,497,168,168,168,168,168,168,168,168,168,168,168,168,168,168
168,168,168,168,168,168,168,168,168,497,497,168,168,168,168,168,168,168,168,168,497,497,168,168,168,168,168,168,168,168,168,168,168,168,497,497,497,497,497,497,168,168,168,168,168,168,168,497,497,497,497,497,497,497,497,497,497,497,168,497,497,497,497,168,497,497,497,497,497,168,168,168,168,168,168,168,168,168,168,168
168,168,168,168,168,168,168,168,168,497,168,168,168,168,168,168,168,168,168,168,168,497,497,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,497,497,497,497,497,497,497,497,497,497,168,168,168,168,168,168,168,497,497,168,168,168,168,497,168,168,168,168,497,497,497,497,168,168,168,168,168,168,168,168,168,168
168,168,168,168,168,168,168,168,168,497,168,168,168,168,168,168,168,168,168,168,168,168,497,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,497,497,497,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,497,497,168,168,168,168,168,497,497,497,168,168,168,168,168,168,168,168,168
168,168,168,168,168,168,168,168,497,497,168,168,168,168,168,168,168,168,168,168,168,168,497,168,168,497,497,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,497,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,497,168,168,168,168,168,168,497,497,168,168,168,168,168,168,168,168,168
168,168,168,168,168,168,168,168,497,497,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,497,497,497,497,168,168,168,168,168,168,168,168,168,168,168,168,168,497,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,497,497,168,168,168,168,168,497,497,497,168,168,168,168,168,168,168,168,168
168,168,168,168,168,168,168,168,497,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,497,497,497,497,168,168,168,168,168,168,168,168,168,168,168,497,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,497,497,497,168,168,168,168,168,168,168,168,168
168,168,168,168,168,168,168,168,497,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,497,497,497,497,497,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,497,168,168,168,168,168,168,497,497,168,168,168,168,168,168,168,168,168,168
168,168,168,168,168,168,168,168,497,497,168,168,168,168,168,168,168,168,168,168,168,168,497,497,497,497,168,168,168,168,497,497,497,497,497,168,168,168,168,168,168,168,168,497,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,497,497,168,168,168,168,168,168,497,497,168,168,168,168,168,168,168,168,168,168
168,168,168,168,168,168,168,168,497,497,168,168,168,168,168,168,168,168,168,168,168,497,497,168,168,497,168,168,168,168,497,497,497,497,497,497,497,168,168,168,168,168,497,497,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,497,497,168,168,168,168,168,168,168,168,497,497,168,168,168,168,168,168,168,168,168
168,168,168,168,168,168,168,168,168,497,168,168,168,168,168,168,168,168,168,168,168,497,168,168,168,168,168,168,168,168,497,497,497,497,497,497,497,497,168,168,168,168,497,168,168,168,168,168,168,168,168,168,168,168,168,168,168,497,497,497,168,168,168,168,168,168,168,168,168,497,497,497,168,168,168,168,168,168,168,168
168,168,168,168,168,168,168,168,497,497,168,168,168,168,168,168,497,168,168,168,497,497,497,497,168,168,168,168,168,168,497,497,497,497,497,497,497,168,497,168,168,168,497,497,497,168,168,168,168,168,168,168,168,168,168,168,168,497,168,497,497,168,168,168,168,168,168,168,168,168,497,497,497,168,168,168,168,168,168,168
168,168,168,168,168,168,168,168,497,497,168,168,168,168,168,497,497,497,497,497,497,168,168,168,168,168,168,168,168,168,497,497,497,497,497,497,497,497,497,168,497,497,497,168,497,497,168,168,168,168,168,168,168,168,168,168,168,168,168,168,497,497,168,168,168,168,168,168,168,168,168,168,168,497,168,168,168,168,168,168
168,168,168,168,168,168,168,497,497,168,168,168,168,168,168,168,168,168,168,168,168,168,168,497,168,168,168,168,168,497,497,497,497,497,497,497,497,497,497,497,497,168,168,168,168,497,497,168,168,168,168,168,168,168,168,168,168,497,168,168,497,497,168,168,168,168,168,168,168,168,168,497,168,497,168,168,168,168,168,168
168,168,168,168,168,168,168,497,497,168,168,168,168,168,168,168,168,168,168,168,168,168,168,497,497,168,168,168,497,497,497,497,497,497,497,497,497,497,497,497,168,168,168,168,168,168,497,497,497,168,168,168,168,168,168,168,168,497,497,497,497,168,168,168,168,168,168,168,168,168,168,497,497,497,168,168,168,168,168,168
168,168,168,168,168,168,168,497,497,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,168,168,168,168,168,168,168,497,497,168,168,168,168,168,168,168,168,168,497,497,168,168,168,168,168,168,168,168,168,168,168,168,497,497,168,168,168,168,168,168
168,168,168,168,168,168,497,497,497,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,168,168,168,168,168,168,168,168,497,168,168,497,497,168,168,168,168,168,497,497,168,168,168,168,168,168,168,168,168,168,168,168,168,497,497,168,168,168,168,168
168,168,168,168,168,497,497,497,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,497,497,497,497,497,497,497,497,497,497,497,497,497,168,497,497,497,497,168,168,168,497,497,497,497,497,168,168,168,168,168,497,168,168,168,168,168,168,168,168,168,168,168,168,168,168,497,497,497,168,168,168,168
168,168,168,168,168,497,497,497,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,497,497,497,497,497,497,497,497,497,497,497,497,168,168,497,168,168,497,497,497,497,497,168,168,168,497,168,168,168,168,497,497,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,497,497,168,168,168,168
168,168,168,168,168,497,497,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,497,497,497,497,497,497,497,497,497,497,168,168,168,497,497,168,168,168,168,168,497,168,168,168,497,497,497,168,497,497,497,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,497,168,168,168,168
168,168,168,168,497,497,497,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,497,497,497,497,497,497,497,497,168,168,168,168,168,168,168,168,168,168,497,497,168,168,168,168,168,497,168,497,168,497,168,168,168,168,168,168,168,497,168,168,168,168,168,168,168,168,497,168,168,168,168
168,168,168,168,497,497,497,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,497,497,497,497,497,497,497,168,168,168,497,497,497,168,168,168,168,168,497,168,168,168,168,168,168,168,168,168,168,497,168,168,168,168,168,168,168,497,497,168,168,168,168,168,168,168,497,497,168,168,168
